OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
45964,GO-2015965451,6/9/2015 4:00:00 AM,6/9/2015 4:00:00 AM,2015,June,9,160,Tuesday   ,10,2015.0,June,9.0,160.0,Tuesday   ,10,D51,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,1430,100,Assault,Assault,072,Regent Park (72),072,Regent Park (72),-79.3625847587684,43.6568154959192,-8834602.52340989,5412486.28092451
189967,GO-20191149519,6/21/2019 4:00:00 AM,8/24/2018 4:00:00 AM,2019,June,21,172,Friday    ,11,2018.0,August,24.0,236.0,Friday    ,23,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,200,Robbery - Mugging,Robbery,126,Dorset Park (126),126,Dorset Park (126),-79.2824399997827,43.7644781397098,-8825680.84964826,5429066.68098768
332722,GO-2023543636,3/10/2023 5:00:00 AM,3/10/2023 5:00:00 AM,2023,March,10,69,Friday    ,13,2023.0,March,10.0,69.0,Friday    ,13,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,210,Robbery - Business,Robbery,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.409603129518,43.7043817923633,-8839836.58452754,5419807.97422644
172971,GO-201961146,1/10/2019 5:00:00 AM,1/10/2019 5:00:00 AM,2019,January,10,10,Thursday  ,19,2019.0,January,10.0,10.0,Thursday  ,19,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,151,Yonge-Doris (151),051,Willowdale East (51),-79.4143728571015,43.7751522949519,-8840367.5481084,5430712.16049618
124326,GO-20171708867,9/20/2017 4:00:00 AM,9/20/2017 4:00:00 AM,2017,September,20,263,Wednesday ,17,2017.0,September,20.0,263.0,Wednesday ,17,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.7320182769004,-8859852.97990439,5424064.61832719
442275,GO-20251344004,6/28/2025 4:00:00 AM,6/27/2025 4:00:00 AM,2025,June,28,179,Saturday  ,2,2025.0,June,27.0,178.0,Friday    ,22,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2293513351345,43.7569141949464,-8819771.04649357,5427900.83513975
164934,GO-20181980722,10/27/2018 4:00:00 AM,10/26/2018 4:00:00 AM,2018,October,27,300,Saturday  ,1,2018.0,October,26.0,299.0,Friday    ,0,D13,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4214279294499,43.6844371131536,-8841152.91513095,5416737.26131387
223296,GO-2020752663,4/20/2020 4:00:00 AM,4/20/2020 4:00:00 AM,2020,April,20,111,Monday    ,8,2020.0,April,20.0,111.0,Monday    ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,121,Oakridge (121),121,Oakridge (121),-79.2855198635587,43.6918635262299,-8826023.69854045,5417880.52374558
295988,GO-2022866579,5/9/2022 4:00:00 AM,5/9/2022 4:00:00 AM,2022,May,9,129,Monday    ,15,2022.0,May,9.0,129.0,Monday    ,15,D22,Convenience Stores,Commercial,1460,100,Assault Peace Officer,Assault,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.519864189754,43.6608732725607,-8852110.78958107,5413110.65222166
64133,GO-20152141353,12/14/2015 5:00:00 AM,12/14/2015 5:00:00 AM,2015,December,14,348,Monday    ,12,2015.0,December,14.0,348.0,Monday    ,11,D54,Schools During Un-Supervised Activity,Educational,1430,100,Assault,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.2969856556597,43.6912923211686,-8827300.06466743,5417792.58431415
317699,GO-20222162280,11/6/2022 4:00:00 AM,11/6/2022 4:00:00 AM,2022,November,6,310,Sunday    ,7,2022.0,November,6.0,310.0,Sunday    ,5,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,033,Clanton Park (33),033,Clanton Park (33),-79.4470679015021,43.7461587639876,-8844007.14386927,5426243.33295626
50443,GO-20151267355,7/25/2015 4:00:00 AM,7/25/2015 4:00:00 AM,2015,July,25,206,Saturday  ,4,2015.0,July,25.0,206.0,Saturday  ,4,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,Robbery,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3795628472736,43.6562871953909,-8836492.5155207,5412404.99420423
145524,GO-2018741020,4/25/2018 4:00:00 AM,4/25/2018 4:00:00 AM,2018,April,25,115,Wednesday ,17,2018.0,April,25.0,115.0,Wednesday ,17,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4241233273804,43.6646042117492,-8841452.9654638,5413684.77010143
268129,GO-20211545017,8/15/2021 4:00:00 AM,8/15/2021 4:00:00 AM,2021,August,15,227,Sunday    ,2,2021.0,August,15.0,227.0,Sunday    ,2,D31,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1450,120,Discharge Firearm With Intent,Assault,027,York University Heights (27),027,York University Heights (27),-79.4781574340135,43.7596236633888,-8847468.01474051,5428318.43387552
128999,GO-20172002381,11/5/2017 4:00:00 AM,11/4/2017 4:00:00 AM,2017,November,5,309,Sunday    ,6,2017.0,November,4.0,308.0,Saturday  ,21,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5516512754336,43.6897417873214,-8855649.31169707,5417553.87725359
82757,GO-20161195672,7/8/2016 4:00:00 AM,7/8/2016 4:00:00 AM,2016,July,8,190,Friday    ,15,2016.0,July,8.0,190.0,Friday    ,14,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,052,Bayview Village (52),052,Bayview Village (52),-79.3896826881857,43.7794614969881,-8837619.05106772,5431376.53082768
148000,GO-2018895997,5/18/2018 4:00:00 AM,2/1/2018 5:00:00 AM,2018,May,18,138,Friday    ,11,2018.0,February,1.0,32.0,Thursday  ,12,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,022,Humbermede (22),022,Humbermede (22),-79.5308366982488,43.7418063726721,-8853332.24358435,5425572.67761955
337886,GO-2023856041,4/18/2023 4:00:00 AM,4/18/2023 4:00:00 AM,2023,April,18,108,Tuesday   ,9,2023.0,April,18.0,108.0,Tuesday   ,0,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4804832975581,43.6824246083601,-8847726.92873664,5416427.46971667
465817,GO-202683750,1/12/2026 5:00:00 AM,1/12/2026 5:00:00 AM,2026,January,12,12,Monday    ,13,2026.0,January,12.0,12.0,Monday    ,10,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.5254252484413,43.7030288603297,-8852729.8437259,5419599.6424777
167935,GO-20182157336,11/23/2018 5:00:00 AM,11/23/2018 5:00:00 AM,2018,November,23,327,Friday    ,12,2018.0,November,23.0,327.0,Friday    ,12,D31,Unknown,Other,2135,210,Theft Of Motor Vehicle,Auto Theft,021,Humber Summit (21),021,Humber Summit (21),-79.5343902137727,43.7671885814914,-8853727.819176,5429484.48251082
272247,GO-20211822098,9/22/2021 4:00:00 AM,9/21/2021 4:00:00 AM,2021,September,22,265,Wednesday ,17,2021.0,September,21.0,264.0,Tuesday   ,0,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.4966096070766,43.6329666601981,-8849522.1012429,5408817.50617082
454386,GO-20252086110,10/4/2025 4:00:00 AM,1/1/2020 5:00:00 AM,2025,October,4,277,Saturday  ,11,2020.0,January,1.0,1.0,Wednesday ,0,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,033,Clanton Park (33),033,Clanton Park (33),-79.4471858751687,43.7345415489852,-8844020.27656355,5424453.3571546
291662,GO-2022603753,4/1/2022 4:00:00 AM,4/1/2022 4:00:00 AM,2022,April,1,91,Friday    ,11,2022.0,April,1.0,91.0,Friday    ,11,D52,"Police / Courts (Parole Board, Probation Office)",Other,1460,100,Assault Peace Officer,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3864233417544,43.6533599924637,-8837256.22233068,5411954.61480773
287430,GO-2022347462,2/22/2022 5:00:00 AM,2/22/2022 5:00:00 AM,2022,February,22,53,Tuesday   ,20,2022.0,February,22.0,53.0,Tuesday   ,20,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,150,Robbery - Purse Snatch,Robbery,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4556138059201,43.718279055504,-8844958.46955092,5421948.22196977
235433,GO-20201607408,8/26/2020 4:00:00 AM,8/25/2020 4:00:00 AM,2020,August,26,239,Wednesday ,9,2020.0,August,25.0,238.0,Tuesday   ,20,D22,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,020,Alderwood (20),020,Alderwood (20),-79.5397099498256,43.602962088805,-8854320.00947867,5404203.83420949
330732,GO-2023396992,2/20/2023 5:00:00 AM,12/20/2022 5:00:00 AM,2023,February,20,51,Monday    ,4,2022.0,December,20.0,354.0,Tuesday   ,0,D52,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3839952412428,43.6423859814896,-8836985.92736377,5410266.34907744
286355,GO-2022277777,2/11/2022 5:00:00 AM,2/11/2022 5:00:00 AM,2022,February,11,42,Friday    ,18,2022.0,February,11.0,42.0,Friday    ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,033,Clanton Park (33),033,Clanton Park (33),-79.458639640267,43.7309250507947,-8845295.30385102,5423896.1994798
461850,GO-20252550191,12/6/2025 5:00:00 AM,6/17/2023 4:00:00 AM,2025,December,6,340,Saturday  ,21,2023.0,June,17.0,168.0,Saturday  ,0,NSA,Bar / Restaurant,Commercial,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
377030,GO-2024167227,1/23/2024 5:00:00 AM,1/23/2024 5:00:00 AM,2024,January,23,23,Tuesday   ,4,2024.0,January,23.0,23.0,Tuesday   ,3,D13,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,107,Oakwood Village (107),107,Oakwood Village (107),-79.4473049856385,43.6963320656177,-8844033.53593942,5418568.50333058
202717,GO-20191944887,10/8/2019 4:00:00 AM,10/8/2019 4:00:00 AM,2019,October,8,281,Tuesday   ,21,2019.0,October,8.0,281.0,Tuesday   ,21,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,150,Robbery - Purse Snatch,Robbery,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.2996356064659,43.8005095221012,-8827595.05575207,5434622.29409511
120791,GO-20171481506,8/16/2017 4:00:00 AM,8/16/2017 4:00:00 AM,2017,August,16,228,Wednesday ,18,2017.0,August,16.0,228.0,Wednesday ,18,D53,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1610,220,Robbery - Other,Robbery,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.3775764770465,43.7138793306272,-8836271.39382376,5421270.58875723
218888,GO-2020462633,3/5/2020 5:00:00 AM,3/5/2020 5:00:00 AM,2020,March,5,65,Thursday  ,1,2020.0,March,5.0,65.0,Thursday  ,1,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3983132447477,43.7067408049577,-8838579.80027822,5420171.23898739
470323,GO-2026382499,2/21/2026 5:00:00 AM,2/20/2026 5:00:00 AM,2026,February,21,52,Saturday  ,14,2026.0,February,20.0,51.0,Friday    ,17,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6066488696646,43.7441138542012,-8861771.61596732,5425928.22885932
278309,GO-20212222834,11/18/2021 5:00:00 AM,11/18/2021 5:00:00 AM,2021,November,18,322,Thursday  ,12,2021.0,November,18.0,322.0,Thursday  ,12,D43,Bar / Restaurant,Commercial,1610,210,Robbery - Business,Robbery,139,Scarborough Village (139),139,Scarborough Village (139),-79.2168846758494,43.7383340884786,-8818383.26436179,5425037.67185094
67892,GO-2016159303,1/27/2016 5:00:00 AM,1/27/2016 5:00:00 AM,2016,January,27,27,Wednesday ,15,2016.0,January,27.0,27.0,Wednesday ,12,D31,Schools During Supervised Activity,Educational,1457,100,Pointing A Firearm,Assault,027,York University Heights (27),027,York University Heights (27),-79.4928161219718,43.7586203691999,-8849099.81242436,5428163.7982498
465038,GO-202630105,1/5/2026 5:00:00 AM,1/3/2026 5:00:00 AM,2026,January,5,5,Monday    ,12,2026.0,January,3.0,3.0,Saturday  ,13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4222910261428,43.6326123744155,-8841248.9946495,5408763.01572342
288014,GO-2022377969,2/27/2022 5:00:00 AM,2/27/2022 5:00:00 AM,2022,February,27,58,Sunday    ,15,2022.0,February,27.0,58.0,Sunday    ,14,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2924119611241,43.6952644172898,-8826790.92326899,5418404.12267291
440509,GO-20251234347,6/14/2025 4:00:00 AM,2/21/2025 5:00:00 AM,2025,June,14,165,Saturday  ,1,2025.0,February,21.0,52.0,Friday    ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,144,Morningside Heights (144),131,Rouge (131),-79.1834999861006,43.8070739923039,-8814666.8976707,5435634.81849143
250127,GO-2021208678,2/2/2021 5:00:00 AM,2/1/2021 5:00:00 AM,2021,February,2,33,Tuesday   ,12,2021.0,February,1.0,32.0,Monday    ,13,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.398663834917,43.6520857917726,-8838618.8277785,5411758.57327837
305129,GO-20221434382,7/26/2022 4:00:00 AM,7/26/2022 4:00:00 AM,2022,July,26,207,Tuesday   ,22,2022.0,July,26.0,207.0,Tuesday   ,21,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.2892610556522,43.6803500374317,-8826440.16612886,5416108.13497095
66577,GO-201674222,1/13/2016 5:00:00 AM,1/13/2016 5:00:00 AM,2016,January,13,13,Wednesday ,11,2016.0,January,13.0,13.0,Wednesday ,11,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,094,Wychwood (94),094,Wychwood (94),-79.4257619263765,43.6817690126398,-8841635.37347009,5416326.55403898
107774,GO-2017614763,4/7/2017 4:00:00 AM,4/7/2017 4:00:00 AM,2017,April,7,97,Friday    ,18,2017.0,April,7.0,97.0,Friday    ,17,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,095,Annex (95),095,Annex (95),-79.3913958479741,43.6737614151524,-8837809.75916657,5415094.03420175
390422,GO-2024966912,5/5/2024 4:00:00 AM,5/5/2024 4:00:00 AM,2024,May,5,126,Sunday    ,16,2024.0,May,5.0,126.0,Sunday    ,16,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,110,Assault Bodily Harm,Assault,142,Woburn North (142),137,Woburn (137),-79.2417478130185,43.7743298891943,-8821151.01611215,5430585.37166086
364983,GO-20232495743,10/27/2023 4:00:00 AM,10/27/2023 4:00:00 AM,2023,October,27,300,Friday    ,18,2023.0,October,27.0,300.0,Friday    ,17,D43,"Apartment (Rooming House, Condo)",Apartment,1610,200,Robbery - Mugging,Robbery,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2289397022285,43.7740657130404,-8819725.22371761,5430544.64449805
427548,GO-2025407854,2/24/2025 5:00:00 AM,2/24/2025 5:00:00 AM,2025,February,24,55,Monday    ,21,2025.0,February,24.0,55.0,Monday    ,18,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,086,Roncesvalles (86),086,Roncesvalles (86),-79.4401640199441,43.6461813958955,-8843238.60724053,5410850.20908917
419349,GO-20242684992,12/12/2024 5:00:00 AM,12/12/2024 5:00:00 AM,2024,December,12,347,Thursday  ,7,2024.0,December,12.0,347.0,Thursday  ,7,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2819985812135,43.7141570897747,-8825631.71110995,5421313.36694226
293851,GO-2022740681,4/21/2022 4:00:00 AM,4/21/2022 4:00:00 AM,2022,April,21,111,Thursday  ,12,2022.0,April,21.0,111.0,Thursday  ,12,D23,Pharmacy,Other,1610,210,Robbery - Business,Robbery,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.5246271808764,43.6857918924335,-8852641.00331384,5416945.81281039
356694,GO-20232048261,8/29/2023 4:00:00 AM,8/26/2023 4:00:00 AM,2023,August,29,241,Tuesday   ,12,2023.0,August,26.0,238.0,Saturday  ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4164043300668,43.7970294135632,-8840593.69064832,5434085.55646811
361856,GO-20232317514,10/5/2023 4:00:00 AM,10/4/2023 4:00:00 AM,2023,October,5,278,Thursday  ,0,2023.0,October,4.0,277.0,Wednesday ,22,D53,Ttc Subway Train,Transit,1430,100,Assault,Assault,095,Annex (95),095,Annex (95),-79.4003094411357,43.6687345107192,-8838802.01580046,5414320.38322029
99798,GO-201741227,1/7/2017 5:00:00 AM,1/7/2017 5:00:00 AM,2017,January,7,7,Saturday  ,21,2017.0,January,7.0,7.0,Saturday  ,17,D31,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,027,York University Heights (27),027,York University Heights (27),-79.4882673010146,43.7640821522063,-8848593.43998693,5429005.64291533
128611,GO-20171982092,11/2/2017 4:00:00 AM,11/2/2017 4:00:00 AM,2017,November,2,306,Thursday  ,3,2017.0,November,2.0,306.0,Thursday  ,2,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,095,Annex (95),095,Annex (95),-79.3909869466495,43.6693872093231,-8837764.24051547,5414420.83113961
462019,GO-20252554339,12/7/2025 5:00:00 AM,12/6/2025 5:00:00 AM,2025,December,7,341,Sunday    ,14,2025.0,December,6.0,340.0,Saturday  ,22,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4457254196885,43.7924451928447,-8843857.69945663,5433378.57901981
106212,GO-2017503670,3/21/2017 4:00:00 AM,3/21/2017 4:00:00 AM,2017,March,21,80,Tuesday   ,15,2017.0,March,21.0,80.0,Tuesday   ,0,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,085,South Parkdale (85),085,South Parkdale (85),-79.4436451187837,43.6376571871944,-8843626.12140861,5409538.95619472
373470,GO-20232957641,12/26/2023 5:00:00 AM,12/20/2023 5:00:00 AM,2023,December,26,360,Tuesday   ,21,2023.0,December,20.0,354.0,Wednesday ,3,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.5141035925106,43.6749286240716,-8851469.52285636,5415273.67936498
179302,GO-2019478035,3/16/2019 4:00:00 AM,3/15/2019 4:00:00 AM,2019,March,16,75,Saturday  ,10,2019.0,March,15.0,74.0,Friday    ,20,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.4136835264601,43.7269865713172,-8840290.81213249,5423289.47552695
338162,GO-2023875867,4/20/2023 4:00:00 AM,4/20/2023 4:00:00 AM,2023,April,20,110,Thursday  ,15,2023.0,April,20.0,110.0,Thursday  ,10,D22,Jails / Detention Centres,Other,1430,100,Assault,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.5158140495646,43.6120798127361,-8851659.93005862,5405605.58336524
146338,GO-2018785908,5/2/2018 4:00:00 AM,5/2/2018 4:00:00 AM,2018,May,2,122,Wednesday ,12,2018.0,May,2.0,122.0,Wednesday ,12,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.5441523599137,43.6976148800361,-8854814.53629776,5418766.01575447
126315,GO-20171845570,10/11/2017 4:00:00 AM,10/11/2017 4:00:00 AM,2017,October,11,284,Wednesday ,21,2017.0,October,11.0,284.0,Wednesday ,21,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,180,Robbery - Swarming,Robbery,124,Kennedy Park (124),124,Kennedy Park (124),-79.248072441376,43.7366919813127,-8821855.07048057,5424784.66865648
